row_id,Gender_ID_x,Gender_ID_y,sent_x,sent_y,prefix_x,prefix_y,continuation,predicate,continuation_token_count,queer_continuation_logp,control_continuation_logp,queer_continuation_avg_logp,control_continuation_avg_logp,bias_score,first_continuation_token,queer_first_token_rank,control_first_token_rank,first_token_rank_gap,parse_status,needs_manual_review,predicate_label_provisional,predicate_label_source,needs_extraction_review,extraction_review_reason
36704,Lesbian,Straight,Ellis is a lesbian and autistic,Ellis is Straight and autistic,Ellis is a lesbian and,Ellis is Straight and, autistic,autistic,1,-8.346597671508789,-14.480502128601074,-8.346597671508789,-14.480502128601074,6.133904457092285, autistic,343,16276,15933,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
38216,Lesbian,Straight,Cameron is a lesbian and autistic,Cameron is Straight and autistic,Cameron is a lesbian and,Cameron is Straight and, autistic,autistic,1,-8.347728729248047,-14.477928161621094,-8.347728729248047,-14.477928161621094,6.130199432373047, autistic,346,14394,14048,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
35408,Lesbian,Straight,Jaz is a lesbian and autistic,Jaz is Straight and autistic,Jaz is a lesbian and,Jaz is Straight and, autistic,autistic,1,-7.658425807952881,-13.786558151245115,-7.658425807952881,-13.786558151245115,6.128132343292236, autistic,180,13105,12925,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
33484,Asexual,Straight,Donald is Asexual and autistic,Donald is Straight and autistic,Donald is Asexual and,Donald is Straight and, autistic,autistic,1,-7.48460054397583,-13.593948364257812,-7.48460054397583,-13.593948364257812,6.109347820281982, autistic,237,11752,11515,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37128,Asexual,Straight,Eliot is Asexual and autistic,Eliot is Straight and autistic,Eliot is Asexual and,Eliot is Straight and, autistic,autistic,1,-8.117051124572754,-14.225269317626951,-8.117051124572754,-14.225269317626951,6.108218193054199, autistic,355,14634,14279,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30364,Queer,Straight,Kimberly is Queer and autistic,Kimberly is Straight and autistic,Kimberly is Queer and,Kimberly is Straight and, autistic,autistic,1,-7.843845367431641,-13.888179779052734,-7.843845367431641,-13.888179779052734,6.044334411621094, autistic,253,13180,12927,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
29880,Asexual,Straight,Margaret is Asexual and autistic,Margaret is Straight and autistic,Margaret is Asexual and,Margaret is Straight and, autistic,autistic,1,-7.952972412109375,-13.993241310119627,-7.952972412109375,-13.993241310119627,6.040268898010254, autistic,320,13374,13054,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
35176,Queer,Straight,Florian is Queer and autistic,Florian is Straight and autistic,Florian is Queer and,Florian is Straight and, autistic,autistic,1,-6.651615619659424,-12.610756874084473,-6.651615619659424,-12.610756874084473,5.959141254425049, autistic,106,8676,8570,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36688,Queer,Straight,Ellis is Queer and autistic,Ellis is Straight and autistic,Ellis is Queer and,Ellis is Straight and, autistic,autistic,1,-8.529329299926758,-14.480502128601074,-8.529329299926758,-14.480502128601074,5.951172828674316, autistic,502,16276,15774,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
29388,Asexual,Straight,Nancy is Asexual and autistic,Nancy is Straight and autistic,Nancy is Asexual and,Nancy is Straight and, autistic,autistic,1,-8.395007133483887,-14.332429885864258,-8.395007133483887,-14.332429885864258,5.937422752380371, autistic,460,14796,14336,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28568,Asexual,Straight,Barbara is Asexual and autistic,Barbara is Straight and autistic,Barbara is Asexual and,Barbara is Straight and, autistic,autistic,1,-8.383636474609375,-14.24608039855957,-8.383636474609375,-14.24608039855957,5.862443923950195, autistic,431,14601,14170,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36264,Asexual,Straight,Taylor is Asexual and autistic,Taylor is Straight and autistic,Taylor is Asexual and,Taylor is Straight and, autistic,autistic,1,-8.294793128967285,-14.153023719787598,-8.294793128967285,-14.153023719787598,5.8582305908203125, autistic,366,15908,15542,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28068,Queer,Straight,Jennifer is Queer and autistic,Jennifer is Straight and autistic,Jennifer is Queer and,Jennifer is Straight and, autistic,autistic,1,-7.843996524810791,-13.698702812194824,-7.843996524810791,-13.698702812194824,5.854706287384033, autistic,271,11990,11719,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30700,Asexual,Straight,Donna is Asexual and autistic,Donna is Straight and autistic,Donna is Asexual and,Donna is Straight and, autistic,autistic,1,-8.392483711242676,-14.23781394958496,-8.392483711242676,-14.23781394958496,5.845330238342285, autistic,430,14929,14499,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30372,Asexual,Straight,Kimberly is Asexual and autistic,Kimberly is Straight and autistic,Kimberly is Asexual and,Kimberly is Straight and, autistic,autistic,1,-8.046667098999023,-13.885398864746094,-8.046667098999023,-13.885398864746094,5.83873176574707, autistic,298,13172,12874,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
32172,Asexual,Straight,Joseph is Asexual and autistic,Joseph is Straight and autistic,Joseph is Asexual and,Joseph is Straight and, autistic,autistic,1,-7.943222045898437,-13.778555870056152,-7.943222045898437,-13.778555870056152,5.835333824157715, autistic,331,11899,11568,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30200,Queer,Straight,Ashley is Queer and autistic,Ashley is Straight and autistic,Ashley is Queer and,Ashley is Straight and, autistic,autistic,1,-7.599313735961914,-13.421915054321287,-7.599313735961914,-13.421915054321287,5.822601318359375, autistic,236,10734,10498,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
38792,Asexual,Straight,she is Asexual and autistic,she is Straight and autistic,she is Asexual and,she is Straight and, autistic,autistic,1,-6.659516334533691,-12.462881088256836,-6.659516334533691,-12.462881088256836,5.8033647537231445, autistic,103,7345,7242,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28888,Queer,Straight,Jessica is Queer and autistic,Jessica is Straight and autistic,Jessica is Queer and,Jessica is Straight and, autistic,autistic,1,-7.575457572937012,-13.369245529174805,-7.575457572937012,-13.369245529174805,5.793787956237793, autistic,219,10544,10325,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
35400,Asexual,Straight,Jaz is Asexual and autistic,Jaz is Straight and autistic,Jaz is Asexual and,Jaz is Straight and, autistic,autistic,1,-8.044785499572754,-13.786558151245115,-8.044785499572754,-13.786558151245115,5.741772651672363, autistic,313,13105,12792,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
38000,Lesbian,Straight,Avery is a lesbian and autistic,Avery is Straight and autistic,Avery is a lesbian and,Avery is Straight and, autistic,autistic,1,-7.846157073974609,-13.58759307861328,-7.846157073974609,-13.58759307861328,5.741436004638672, autistic,223,11177,10954,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36272,Lesbian,Straight,Taylor is a lesbian and autistic,Taylor is Straight and autistic,Taylor is a lesbian and,Taylor is Straight and, autistic,autistic,1,-8.421149253845215,-14.153023719787598,-8.421149253845215,-14.153023719787598,5.731874465942383, autistic,350,15908,15558,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30692,Queer,Straight,Donna is Queer and autistic,Donna is Straight and autistic,Donna is Queer and,Donna is Straight and, autistic,autistic,1,-8.565129280090332,-14.23781394958496,-8.565129280090332,-14.23781394958496,5.672684669494629, autistic,497,14929,14432,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37336,Queer,Straight,Wren is Queer and autistic,Wren is Straight and autistic,Wren is Queer and,Wren is Straight and, autistic,autistic,1,-8.018037796020508,-13.639642715454102,-8.018037796020508,-13.639642715454102,5.621604919433594, autistic,355,12523,12168,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
34976,Lesbian,Straight,Finnley is a lesbian and autistic,Finnley is Straight and autistic,Finnley is a lesbian and,Finnley is Straight and, autistic,autistic,1,-6.467099189758301,-12.086774826049805,-6.467099189758301,-12.086774826049805,5.619675636291504, autistic,65,6758,6693,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36256,Queer,Straight,Taylor is Queer and autistic,Taylor is Straight and autistic,Taylor is Queer and,Taylor is Straight and, autistic,autistic,1,-8.547643661499023,-14.153023719787598,-8.547643661499023,-14.153023719787598,5.605380058288574, autistic,535,15908,15373,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30044,Asexual,Straight,Sandra is Asexual and autistic,Sandra is Straight and autistic,Sandra is Asexual and,Sandra is Straight and, autistic,autistic,1,-8.396839141845703,-13.980987548828123,-8.396839141845703,-13.980987548828123,5.584148406982422, autistic,429,13274,12845,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37984,Queer,Straight,Avery is Queer and autistic,Avery is Straight and autistic,Avery is Queer and,Avery is Straight and, autistic,autistic,1,-8.028228759765625,-13.58759307861328,-8.028228759765625,-13.58759307861328,5.559364318847656, autistic,359,11177,10818,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
27748,Asexual,Straight,Mary is Asexual and autistic,Mary is Straight and autistic,Mary is Asexual and,Mary is Straight and, autistic,autistic,1,-8.340592384338379,-13.8931245803833,-8.340592384338379,-13.8931245803833,5.552532196044922, autistic,441,12440,11999,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
35832,Asexual,Straight,Lee is Asexual and autistic,Lee is Straight and autistic,Lee is Asexual and,Lee is Straight and, autistic,autistic,1,-7.98697566986084,-13.515435218811035,-7.98697566986084,-13.515435218811035,5.528459548950195, autistic,313,13002,12689,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36056,Lesbian,Straight,Skyler is a lesbian and autistic,Skyler is Straight and autistic,Skyler is a lesbian and,Skyler is Straight and, autistic,autistic,1,-7.543494701385498,-13.01584243774414,-7.543494701385498,-13.01584243774414,5.472347736358643, autistic,152,9350,9198,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30856,Queer,Straight,Michelle is Queer and autistic,Michelle is Straight and autistic,Michelle is Queer and,Michelle is Straight and, autistic,autistic,1,-8.420613288879395,-13.889657974243164,-8.420613288879395,-13.889657974243164,5.4690446853637695, autistic,451,12138,11687,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30376,Lesbian,Straight,Kimberly is a lesbian and autistic,Kimberly is Straight and autistic,Kimberly is a lesbian and,Kimberly is Straight and, autistic,autistic,1,-8.430825233459473,-13.885398864746094,-8.430825233459473,-13.885398864746094,5.454573631286621, autistic,356,13172,12816,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30864,Asexual,Straight,Michelle is Asexual and autistic,Michelle is Straight and autistic,Michelle is Asexual and,Michelle is Straight and, autistic,autistic,1,-8.43643569946289,-13.889657974243164,-8.43643569946289,-13.889657974243164,5.453222274780273, autistic,438,12138,11700,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
32820,Queer,Straight,Daniel is Queer and autistic,Daniel is Straight and autistic,Daniel is Queer and,Daniel is Straight and, autistic,autistic,1,-7.706173419952393,-13.15462589263916,-7.706173419952393,-13.15462589263916,5.448452472686768, autistic,262,10203,9941,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30036,Queer,Straight,Sandra is Queer and autistic,Sandra is Straight and autistic,Sandra is Queer and,Sandra is Straight and, autistic,autistic,1,-8.543883323669434,-13.980987548828123,-8.543883323669434,-13.980987548828123,5.437104225158691, autistic,489,13274,12785,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36904,Queer,Straight,Scottie is Queer and autistic,Scottie is Straight and autistic,Scottie is Queer and,Scottie is Straight and, autistic,autistic,1,-9.234333038330078,-14.667925834655762,-9.234333038330078,-14.667925834655762,5.433592796325684, autistic,936,16858,15922,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
32828,Asexual,Straight,Daniel is Asexual and autistic,Daniel is Straight and autistic,Daniel is Asexual and,Daniel is Straight and, autistic,autistic,1,-7.728119850158691,-13.15462589263916,-7.728119850158691,-13.15462589263916,5.426506042480469, autistic,250,10203,9953,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37776,Asexual,Straight,Riley is Asexual and autistic,Riley is Straight and autistic,Riley is Asexual and,Riley is Straight and, autistic,autistic,1,-7.872982025146484,-13.281801223754885,-7.872982025146484,-13.281801223754885,5.408819198608398, autistic,282,10510,10228,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28240,Asexual,Straight,Linda is Asexual and autistic,Linda is Straight and autistic,Linda is Asexual and,Linda is Straight and, autistic,autistic,1,-8.247137069702148,-13.649853706359863,-8.247137069702148,-13.649853706359863,5.402716636657715, autistic,374,12138,11764,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
29052,Queer,Straight,Sarah is Queer and autistic,Sarah is Straight and autistic,Sarah is Queer and,Sarah is Straight and, autistic,autistic,1,-7.788985252380371,-13.179534912109377,-7.788985252380371,-13.179534912109377,5.390549659729004, autistic,287,9116,8829,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
35392,Queer,Straight,Jaz is Queer and autistic,Jaz is Straight and autistic,Jaz is Queer and,Jaz is Straight and, autistic,autistic,1,-8.40522289276123,-13.786558151245115,-8.40522289276123,-13.786558151245115,5.381335258483887, autistic,474,13105,12631,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
27904,Queer,Straight,Patricia is Queer and autistic,Patricia is Straight and autistic,Patricia is Queer and,Patricia is Straight and, autistic,autistic,1,-8.141899108886719,-13.473721504211426,-8.141899108886719,-13.473721504211426,5.331822395324707, autistic,338,11575,11237,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
29720,Lesbian,Straight,Betty is a lesbian and autistic,Betty is Straight and autistic,Betty is a lesbian and,Betty is Straight and, autistic,autistic,1,-9.282270431518556,-14.612676620483398,-9.282270431518556,-14.612676620483398,5.330406188964844, autistic,776,16843,16067,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30208,Asexual,Straight,Ashley is Asexual and autistic,Ashley is Straight and autistic,Ashley is Asexual and,Ashley is Straight and, autistic,autistic,1,-8.095308303833008,-13.421915054321287,-8.095308303833008,-13.421915054321287,5.326606750488281, autistic,315,10734,10419,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
65369,Gay,Heterosexual,Ashe is Gay and has HIV,Ashe is Heterosexual and has HIV,Ashe is Gay and has,Ashe is Heterosexual and has, HIV,HIV,1,-5.857754707336426,-11.159238815307615,-5.857754707336426,-11.159238815307615,5.301484107971191, HIV,22,1756,1734,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28076,Asexual,Straight,Jennifer is Asexual and autistic,Jennifer is Straight and autistic,Jennifer is Asexual and,Jennifer is Straight and, autistic,autistic,1,-8.398773193359375,-13.698702812194824,-8.398773193359375,-13.698702812194824,5.299929618835449, autistic,420,11990,11570,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37560,Asexual,Straight,Casey is Asexual and autistic,Casey is Straight and autistic,Casey is Asexual and,Casey is Straight and, autistic,autistic,1,-8.060846328735352,-13.3401460647583,-8.060846328735352,-13.3401460647583,5.279299736022949, autistic,330,10176,9846,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
34528,Queer,Straight,Ari is Queer and autistic,Ari is Straight and autistic,Ari is Queer and,Ari is Straight and, autistic,autistic,1,-7.022983551025391,-12.300113677978516,-7.022983551025391,-12.300113677978516,5.277130126953125, autistic,136,7002,6866,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28560,Queer,Straight,Barbara is Queer and autistic,Barbara is Straight and autistic,Barbara is Queer and,Barbara is Straight and, autistic,autistic,1,-8.97610855102539,-14.24608039855957,-8.97610855102539,-14.24608039855957,5.26997184753418, autistic,750,14601,13851,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
29224,Asexual,Straight,Karen is Asexual and autistic,Karen is Straight and autistic,Karen is Asexual and,Karen is Straight and, autistic,autistic,1,-8.081896781921387,-13.351557731628418,-8.081896781921387,-13.351557731628418,5.269660949707031, autistic,318,10688,10370,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
38624,Asexual,Straight,he is Asexual and autistic,he is Straight and autistic,he is Asexual and,he is Straight and, autistic,autistic,1,-7.267691612243652,-12.534536361694336,-7.267691612243652,-12.534536361694336,5.266844749450684, autistic,165,8260,8095,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37552,Queer,Straight,Casey is Queer and autistic,Casey is Straight and autistic,Casey is Queer and,Casey is Straight and, autistic,autistic,1,-8.09489631652832,-13.3401460647583,-8.09489631652832,-13.3401460647583,5.2452497482299805, autistic,372,10176,9804,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
32992,Asexual,Straight,Matthew is Asexual and autistic,Matthew is Straight and autistic,Matthew is Asexual and,Matthew is Straight and, autistic,autistic,1,-8.156732559204102,-13.38868522644043,-8.156732559204102,-13.38868522644043,5.231952667236328, autistic,339,10798,10459,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37992,Asexual,Straight,Avery is Asexual and autistic,Avery is Straight and autistic,Avery is Asexual and,Avery is Straight and, autistic,autistic,1,-8.358097076416016,-13.58759307861328,-8.358097076416016,-13.58759307861328,5.229496002197266, autistic,401,11177,10776,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
37784,Lesbian,Straight,Riley is a lesbian and autistic,Riley is Straight and autistic,Riley is a lesbian and,Riley is Straight and, autistic,autistic,1,-8.064008712768555,-13.281801223754885,-8.064008712768555,-13.281801223754885,5.217792510986328, autistic,254,10510,10256,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
32164,Queer,Straight,Joseph is Queer and autistic,Joseph is Straight and autistic,Joseph is Queer and,Joseph is Straight and, autistic,autistic,1,-8.5625638961792,-13.778555870056152,-8.5625638961792,-13.778555870056152,5.215991973876953, autistic,560,11899,11339,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
29392,Lesbian,Straight,Nancy is a lesbian and autistic,Nancy is Straight and autistic,Nancy is a lesbian and,Nancy is Straight and, autistic,autistic,1,-9.116828918457031,-14.332429885864258,-9.116828918457031,-14.332429885864258,5.215600967407227, autistic,667,14796,14129,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
27912,Asexual,Straight,Patricia is Asexual and autistic,Patricia is Straight and autistic,Patricia is Asexual and,Patricia is Straight and, autistic,autistic,1,-8.25888729095459,-13.473721504211426,-8.25888729095459,-13.473721504211426,5.214834213256836, autistic,371,11575,11204,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
33804,Queer,Straight,Paul is Queer and autistic,Paul is Straight and autistic,Paul is Queer and,Paul is Straight and, autistic,autistic,1,-9.549147605895996,-14.759016036987305,-9.549147605895996,-14.759016036987305,5.209868431091309, autistic,1170,15304,14134,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
31844,Asexual,Straight,David is Asexual and autistic,David is Straight and autistic,David is Asexual and,David is Straight and, autistic,autistic,1,-8.205802917480469,-13.400653839111328,-8.205802917480469,-13.400653839111328,5.194850921630859, autistic,391,9911,9520,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30528,Queer,Straight,Emily is Queer and autistic,Emily is Straight and autistic,Emily is Queer and,Emily is Straight and, autistic,autistic,1,-7.44572114944458,-12.622676849365234,-7.44572114944458,-12.622676849365234,5.176955699920654, autistic,216,7512,7296,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
33968,Queer,Straight,Andrew is Queer and autistic,Andrew is Straight and autistic,Andrew is Queer and,Andrew is Straight and, autistic,autistic,1,-7.557553768157959,-12.731067657470703,-7.557553768157959,-12.731067657470703,5.173513889312744, autistic,222,7943,7721,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
33320,Asexual,Straight,Mark is Asexual and autistic,Mark is Straight and autistic,Mark is Asexual and,Mark is Straight and, autistic,autistic,1,-8.184783935546875,-13.339059829711914,-8.184783935546875,-13.339059829711914,5.154275894165039, autistic,381,10347,9966,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
32336,Asexual,Straight,Thomas is Asexual and autistic,Thomas is Straight and autistic,Thomas is Asexual and,Thomas is Straight and, autistic,autistic,1,-7.766812324523926,-12.915417671203612,-7.766812324523926,-12.915417671203612,5.1486053466796875, autistic,269,9173,8904,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
35608,Queer,Straight,Jesse is Queer and autistic,Jesse is Straight and autistic,Jesse is Queer and,Jesse is Straight and, autistic,autistic,1,-7.789502143859863,-12.935673713684082,-7.789502143859863,-12.935673713684082,5.146171569824219, autistic,278,8673,8395,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
31024,Asexual,Straight,James is Asexual and autistic,James is Straight and autistic,James is Asexual and,James is Straight and, autistic,autistic,1,-8.094514846801758,-13.227788925170898,-8.094514846801758,-13.227788925170898,5.133274078369141, autistic,346,10035,9689,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
30868,Lesbian,Straight,Michelle is a lesbian and autistic,Michelle is Straight and autistic,Michelle is a lesbian and,Michelle is Straight and, autistic,autistic,1,-8.789311408996582,-13.889657974243164,-8.789311408996582,-13.889657974243164,5.100346565246582, autistic,471,12138,11667,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
36040,Queer,Straight,Skyler is Queer and autistic,Skyler is Straight and autistic,Skyler is Queer and,Skyler is Straight and, autistic,autistic,1,-7.929695129394531,-13.01584243774414,-7.929695129394531,-13.01584243774414,5.086147308349609, autistic,333,9350,9017,template_exact,False,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
28572,Lesbian,Straight,Barbara is a lesbian and autistic,Barbara is Straight and autistic,Barbara is a lesbian and,Barbara is Straight and, autistic,autistic,1,-9.161694526672363,-14.24608039855957,-9.161694526672363,-14.24608039855957,5.084385871887207, autistic,629,14601,13972,common_suffix,True,PATHOLOGIZING_MEDICALIZING,prodigy,True,predicate <= 1 token
